// NBA 2K27 career-mode progression tuning - named key/value export.
//
// Dataset : nba2k27-builder-dataset
// Game    : NBA 2K27 (NBA 2K HQ, com.VisualConcepts.MyNBASherpa)
// Tuning  : live_version 993560759169487438, api_version 202750199
// Captured: 2026-08-22
//
// This is the ONLY artifact in the dataset that names the builder's tuning
// values. The binary blob the app ships (tuning/progression_tuning.zlib) is
// keyless - it addresses values by offset and contains no field names at all.
//
// Format: one `key,value` pair per line. `//` marks a comment. The leading
// DataPath line is the export header, not data.
//
// Key families that drive the builder are documented in the dataset README.
// Everything below this banner is the export exactly as shipped.
//
DataPath|FranchiseTuning_PostRelease.CareerMode.Progression.Attributes.,NewValue
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][InteriorDefense],0.25
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][PerimeterDefense],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][PostControl],0.47
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ReboundDefense],0.45
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ReboundOffense],0.3
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ShotMidrange],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][ShotThree],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][SpeedWithBall],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Steal],1.1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Strength],0.5
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_05][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][BallControl],1.01
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Block],0.38
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][DrivingDunk],0.73
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][InteriorDefense],0.31
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][PerimeterDefense],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][PostControl],0.49
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ReboundDefense],0.47
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ReboundOffense],0.31
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ShotMidrange],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][ShotThree],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][SpeedWithBall],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Steal],1.08
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Strength],0.52
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_06][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][BallControl],1.01
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Block],0.42
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][DrivingDunk],0.8
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][InteriorDefense],0.37
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][PerimeterDefense],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][PostControl],0.51
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ReboundDefense],0.48
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ReboundOffense],0.32
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ShotMidrange],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][ShotThree],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][SpeedWithBall],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Steal],1.07
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Strength],0.55
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_07][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][BallControl],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Block],0.45
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][DrivingDunk],0.86
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][InteriorDefense],0.43
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][PostControl],0.58
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ReboundDefense],0.5
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ReboundOffense],0.4
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ShotMidrange],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][ShotThree],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][SpeedWithBall],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Steal],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Strength],0.58
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_08][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][BallControl],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Block],0.47
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][DrivingDunk],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][InteriorDefense],0.47
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][PostControl],0.61
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ReboundDefense],0.51
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ReboundOffense],0.42
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ShotMidrange],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][ShotThree],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][SpeedWithBall],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][StandingDunk],0.15
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Steal],1.04
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Strength],0.63
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_09][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][BallControl],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Block],0.5
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][DrivingDunk],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][InteriorDefense],0.6
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][PostControl],0.68
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ReboundDefense],0.52
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ReboundOffense],0.48
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ShotMidrange],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][ShotThree],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][SpeedWithBall],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][StandingDunk],0.3
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Steal],1.03
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Strength],0.67
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_10][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][BallControl],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Block],0.52
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][DrivingDunk],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][InteriorDefense],0.65
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][PostControl],0.74
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ReboundDefense],0.55
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ReboundOffense],0.55
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ShotMidrange],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][ShotThree],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][SpeedWithBall],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][StandingDunk],0.35
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Steal],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Strength],0.71
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_11][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Agility],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][BallControl],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Block],0.55
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][DrivingDunk],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][InteriorDefense],0.7
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][PostControl],0.81
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ReboundDefense],0.65
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ReboundOffense],0.6
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ShotMidrange],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][ShotThree],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Speed],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][SpeedWithBall],0.87
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][StandingDunk],0.5
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Steal],1.01
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Strength],0.74
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_12][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Agility],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][BallControl],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Block],0.57
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][DrivingDunk],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][InteriorDefense],0.75
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][PostControl],0.87
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ReboundDefense],0.68
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ReboundOffense],0.65
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ShotMidrange],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][ShotThree],0.91
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Speed],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][SpeedWithBall],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][StandingDunk],0.58
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Steal],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Strength],0.77
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_13][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Agility],0.89
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][BallControl],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Block],0.66
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][DrivingDunk],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][InteriorDefense],0.83
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][PostControl],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ReboundDefense],0.75
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ReboundOffense],0.68
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ShotMidrange],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][ShotThree],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Speed],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][SpeedWithBall],0.81
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][StandingDunk],0.81
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Steal],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Strength],0.82
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_14][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Agility],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][BallControl],0.89
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Block],0.75
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][DrivingDunk],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][InteriorDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][PerimeterDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][PostControl],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ReboundDefense],0.8
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ReboundOffense],0.7
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ShotFreeThrow],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ShotMidrange],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][ShotThree],0.825
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Speed],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][SpeedWithBall],0.77
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][StandingDunk],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Steal],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Strength],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_15][Vertical],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Agility],0.82
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][BallControl],0.82
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Block],0.83
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][DrivingDunk],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][DrivingLayup],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][InteriorDefense],1.01
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][PerimeterDefense],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][PostControl],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ReboundDefense],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ReboundOffense],0.75
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ShotFreeThrow],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ShotMidrange],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][ShotThree],0.82
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Speed],0.82
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][SpeedWithBall],0.73
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][StandingDunk],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Steal],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Strength],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_16][Vertical],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Agility],0.78
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][BallControl],0.74
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Block],0.91
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][DrivingDunk],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][DrivingLayup],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][InteriorDefense],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][PerimeterDefense],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][PostControl],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ReboundDefense],0.89
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ReboundOffense],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ShotFreeThrow],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ShotMidrange],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][ShotThree],0.815
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Speed],0.78
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][SpeedWithBall],0.66
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][StandingDunk],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Steal],0.8
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Strength],0.97
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_17][Vertical],0.95
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Agility],0.68
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][BallControl],0.71
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Block],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][DrivingDunk],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][DrivingLayup],0.96
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][InteriorDefense],1.03
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][PerimeterDefense],0.8
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][PostControl],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ReboundDefense],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ReboundOffense],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ShotFreeThrow],0.93
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ShotMidrange],0.84
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][ShotThree],0.81
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Speed],0.73
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][SpeedWithBall],0.62
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][StandingDunk],1.02
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Steal],0.72
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Strength],0.98
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_18][Vertical],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Agility],0.62
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][BallControl],0.68
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Block],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][DrivingDunk],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][DrivingLayup],0.94
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][InteriorDefense],1.04
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][PerimeterDefense],0.7
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][PostControl],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ReboundDefense],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ReboundOffense],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ShotFreeThrow],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ShotMidrange],0.84
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][ShotThree],0.805
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Speed],0.7
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][SpeedWithBall],0.57
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][StandingDunk],1.03
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Steal],0.63
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Strength],0.99
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_19][Vertical],0.88
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][Agility],0.55
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][BallControl],0.66
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][Block],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][DrivingDunk],0.85
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][DrivingLayup],0.92
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][InteriorDefense],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][PassAccuracy],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][PerimeterDefense],0.6
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][PostControl],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ReboundDefense],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ReboundOffense],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ShotClose],1
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ShotFreeThrow],0.9
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ShotMidrange],0.83
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][ShotThree],0.79
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][Speed],0.66
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][SpeedWithBall],0.53
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][StandingDunk],1.05
PlayerRestrictions[NBA].HeightMultiplier[HEIGHT_20][Steal],0.55
